"'Exness' 'Symbol' 'Timestamp' 'Bid' 'Ask'"
"exness","EURGBPm","2018-01-02 06:00:00.516",0.88914,0.88931
"exness","EURGBPm","2018-01-02 06:00:01.339",0.88915,0.88931
"exness","EURGBPm","2018-01-02 06:00:02.146",0.88918,0.88935
"exness","EURGBPm","2018-01-02 06:00:02.282",0.88922,0.88942
"exness","EURGBPm","2018-01-02 06:00:02.844",0.88927,0.88949
"exness","EURGBPm","2018-01-02 06:00:03.726",0.8893,0.88953
"exness","EURGBPm","2018-01-02 06:00:05.136",0.88932,0.88955
"exness","EURGBPm","2018-01-02 06:00:07.802",0.88933,0.88955
"exness","EURGBPm","2018-01-02 06:00:08.536",0.88932,0.88956
"exness","EURGBPm","2018-01-02 06:00:11.373",0.88931,0.88955
"exness","EURGBPm","2018-01-02 06:00:11.886",0.88931,0.88953
"exness","EURGBPm","2018-01-02 06:00:13.929",0.88932,0.88952
"exness","EURGBPm","2018-01-02 06:00:16.592",0.88933,0.88951
"exness","EURGBPm","2018-01-02 06:00:25.714",0.88931,0.88953
"exness","EURGBPm","2018-01-02 06:00:26.291",0.8893,0.88954
"exness","EURGBPm","2018-01-02 06:00:31.454",0.88931,0.88954
"exness","EURGBPm","2018-01-02 06:00:33.055",0.88932,0.88954
"exness","EURGBPm","2018-01-02 06:00:33.611",0.88932,0.88953
"exness","EURGBPm","2018-01-02 06:00:34.482",0.88931,0.88955
"exness","EURGBPm","2018-01-02 06:00:45.145",0.88931,0.88954
"exness","EURGBPm","2018-01-02 06:00:46.776",0.88932,0.88954
"exness","EURGBPm","2018-01-02 06:00:48.108",0.88933,0.88953
"exness","EURGBPm","2018-01-02 06:00:51.683",0.88934,0.88953
"exness","EURGBPm","2018-01-02 06:00:52.206",0.88933,0.88953
"exness","EURGBPm","2018-01-02 06:00:52.721",0.88933,0.88952
"exness","EURGBPm","2018-01-02 06:00:53.211",0.88932,0.88954
"exness","EURGBPm","2018-01-02 06:00:53.740",0.88932,0.88955
"exness","EURGBPm","2018-01-02 06:00:57.784",0.88933,0.88955
"exness","EURGBPm","2018-01-02 06:00:58.402",0.88934,0.88955
"exness","EURGBPm","2018-01-02 06:00:58.901",0.88933,0.88956
"exness","EURGBPm","2018-01-02 06:01:00.511",0.88932,0.88956
"exness","EURGBPm","2018-01-02 06:01:02.409",0.88932,0.88955
"exness","EURGBPm","2018-01-02 06:01:03.211",0.88933,0.88955
"exness","EURGBPm","2018-01-02 06:01:10.154",0.88935,0.88956
"exness","EURGBPm","2018-01-02 06:01:11.873",0.88936,0.88956
"exness","EURGBPm","2018-01-02 06:01:12.470",0.88936,0.88957
"exness","EURGBPm","2018-01-02 06:01:16.356",0.88936,0.88956
"exness","EURGBPm","2018-01-02 06:01:18.980",0.88937,0.88956
"exness","EURGBPm","2018-01-02 06:01:27.980",0.88937,0.88957
"exness","EURGBPm","2018-01-02 06:01:29.719",0.88937,0.88958
