"'Exness' 'Symbol' 'Timestamp' 'Bid' 'Ask'"
"exness","EURUSDm","2018-01-02 06:00:00.408",1.2024,1.2025
"exness","EURUSDm","2018-01-02 06:00:01.494",1.20241,1.20249
"exness","EURUSDm","2018-01-02 06:00:06.314",1.20242,1.20249
"exness","EURUSDm","2018-01-02 06:00:25.590",1.20242,1.2025
"exness","EURUSDm","2018-01-02 06:00:26.026",1.20245,1.20253
"exness","EURUSDm","2018-01-02 06:00:26.966",1.20246,1.20254
"exness","EURUSDm","2018-01-02 06:00:29.361",1.20245,1.20254
"exness","EURUSDm","2018-01-02 06:00:31.868",1.20244,1.20254
"exness","EURUSDm","2018-01-02 06:00:32.620",1.20243,1.20254
"exness","EURUSDm","2018-01-02 06:00:33.551",1.20244,1.20254
"exness","EURUSDm","2018-01-02 06:00:39.268",1.20245,1.20254
"exness","EURUSDm","2018-01-02 06:00:39.907",1.20243,1.20253
"exness","EURUSDm","2018-01-02 06:00:40.748",1.20242,1.20253
"exness","EURUSDm","2018-01-02 06:00:41.327",1.20243,1.20254
"exness","EURUSDm","2018-01-02 06:00:41.833",1.20242,1.20254
"exness","EURUSDm","2018-01-02 06:00:45.482",1.20242,1.20253
"exness","EURUSDm","2018-01-02 06:00:46.049",1.20243,1.20252
"exness","EURUSDm","2018-01-02 06:00:46.553",1.20242,1.20253
"exness","EURUSDm","2018-01-02 06:00:47.136",1.2024,1.20253
"exness","EURUSDm","2018-01-02 06:00:47.538",1.20238,1.20253
"exness","EURUSDm","2018-01-02 06:00:48.035",1.20236,1.20251
"exness","EURUSDm","2018-01-02 06:00:48.790",1.20235,1.20252
"exness","EURUSDm","2018-01-02 06:00:48.915",1.20234,1.20252
"exness","EURUSDm","2018-01-02 06:00:49.436",1.20234,1.20253
"exness","EURUSDm","2018-01-02 06:00:50.075",1.20234,1.20251
"exness","EURUSDm","2018-01-02 06:00:50.952",1.20233,1.20252
"exness","EURUSDm","2018-01-02 06:00:51.541",1.20233,1.20254
"exness","EURUSDm","2018-01-02 06:00:53.250",1.20234,1.20255
"exness","EURUSDm","2018-01-02 06:00:56.668",1.20233,1.20256
"exness","EURUSDm","2018-01-02 06:00:57.181",1.20234,1.20255
"exness","EURUSDm","2018-01-02 06:00:57.915",1.20234,1.20256
"exness","EURUSDm","2018-01-02 06:00:58.179",1.20235,1.20259
