"'Exness' 'Symbol' 'Timestamp' 'Bid' 'Ask'"
"exness","EURJPYm","2018-01-02 06:00:00.454",135.499,135.521
"exness","EURJPYm","2018-01-02 06:00:01.509",135.499,135.52
"exness","EURJPYm","2018-01-02 06:00:02.498",135.497,135.519
"exness","EURJPYm","2018-01-02 06:00:03.035",135.498,135.519
"exness","EURJPYm","2018-01-02 06:00:03.568",135.498,135.52
"exness","EURJPYm","2018-01-02 06:00:04.374",135.499,135.52
"exness","EURJPYm","2018-01-02 06:00:04.803",135.499,135.521
"exness","EURJPYm","2018-01-02 06:00:09.173",135.502,135.523
"exness","EURJPYm","2018-01-02 06:00:09.668",135.502,135.524
"exness","EURJPYm","2018-01-02 06:00:10.206",135.503,135.524
"exness","EURJPYm","2018-01-02 06:00:10.718",135.503,135.525
"exness","EURJPYm","2018-01-02 06:00:11.246",135.504,135.525
"exness","EURJPYm","2018-01-02 06:00:11.754",135.503,135.524
"exness","EURJPYm","2018-01-02 06:00:12.263",135.503,135.525
"exness","EURJPYm","2018-01-02 06:00:12.802",135.504,135.525
"exness","EURJPYm","2018-01-02 06:00:13.342",135.505,135.526
"exness","EURJPYm","2018-01-02 06:00:14.903",135.504,135.525
"exness","EURJPYm","2018-01-02 06:00:15.469",135.503,135.524
"exness","EURJPYm","2018-01-02 06:00:15.963",135.502,135.524
"exness","EURJPYm","2018-01-02 06:00:16.500",135.503,135.524
"exness","EURJPYm","2018-01-02 06:00:17.012",135.504,135.525
"exness","EURJPYm","2018-01-02 06:00:17.524",135.505,135.525
"exness","EURJPYm","2018-01-02 06:00:19.154",135.505,135.526
"exness","EURJPYm","2018-01-02 06:00:21.357",135.506,135.526
"exness","EURJPYm","2018-01-02 06:00:21.984",135.505,135.526
"exness","EURJPYm","2018-01-02 06:00:25.104",135.505,135.527
"exness","EURJPYm","2018-01-02 06:00:25.638",135.506,135.528
"exness","EURJPYm","2018-01-02 06:00:26.340",135.505,135.527
"exness","EURJPYm","2018-01-02 06:00:27.262",135.504,135.526
"exness","EURJPYm","2018-01-02 06:00:27.850",135.503,135.526
"exness","EURJPYm","2018-01-02 06:00:28.435",135.503,135.525
"exness","EURJPYm","2018-01-02 06:00:29.012",135.504,135.526
"exness","EURJPYm","2018-01-02 06:00:30.113",135.505,135.526
"exness","EURJPYm","2018-01-02 06:00:32.312",135.506,135.526
"exness","EURJPYm","2018-01-02 06:00:36.944",135.505,135.526
"exness","EURJPYm","2018-01-02 06:00:39.374",135.505,135.527
"exness","EURJPYm","2018-01-02 06:00:39.875",135.504,135.527
"exness","EURJPYm","2018-01-02 06:00:40.391",135.506,135.528
"exness","EURJPYm","2018-01-02 06:00:40.899",135.507,135.529
"exness","EURJPYm","2018-01-02 06:00:46.531",135.506,135.528
"exness","EURJPYm","2018-01-02 06:00:48.342",135.507,135.528
"exness","EURJPYm","2018-01-02 06:00:49.003",135.506,135.528
"exness","EURJPYm","2018-01-02 06:00:49.514",135.505,135.527
"exness","EURJPYm","2018-01-02 06:00:50.134",135.504,135.527
"exness","EURJPYm","2018-01-02 06:00:50.692",135.504,135.526
"exness","EURJPYm","2018-01-02 06:00:51.232",135.504,135.527
"exness","EURJPYm","2018-01-02 06:00:54.666",135.504,135.526
"exness","EURJPYm","2018-01-02 06:00:57.911",135.505,135.526
"exness","EURJPYm","2018-01-02 06:00:58.379",135.508,135.529
"exness","EURJPYm","2018-01-02 06:00:58.831",135.507,135.529
"exness","EURJPYm","2018-01-02 06:01:00.403",135.506,135.529
"exness","EURJPYm","2018-01-02 06:01:00.946",135.505,135.528
"exness","EURJPYm","2018-01-02 06:01:03.937",135.505,135.529
"exness","EURJPYm","2018-01-02 06:01:05.236",135.506,135.53
"exness","EURJPYm","2018-01-02 06:01:06.929",135.507,135.531
"exness","EURJPYm","2018-01-02 06:01:08.410",135.508,135.531
"exness","EURJPYm","2018-01-02 06:01:09.649",135.509,135.53
"exness","EURJPYm","2018-01-02 06:01:10.528",135.51,135.531
"exness","EURJPYm","2018-01-02 06:01:11.446",135.51,135.532
"exness","EURJPYm","2018-01-02 06:01:11.957",135.51,135.533
"exness","EURJPYm","2018-01-02 06:01:12.467",135.511,135.533
"exness","EURJPYm","2018-01-02 06:01:13.067",135.512,135.533
"exness","EURJPYm","2018-01-02 06:01:15.796",135.511,135.533
"exness","EURJPYm","2018-01-02 06:01:27.189",135.511,135.534
"exness","EURJPYm","2018-01-02 06:01:29.202",135.511,135.533
"exness","EURJPYm","2018-01-02 06:01:30.305",135.511,135.534
"exness","EURJPYm","2018-01-02 06:01:30.809",135.512,135.535
"exness","EURJPYm","2018-01-02 06:01:31.567",135.513,135.537
"exness","EURJPYm","2018-01-02 06:01:32.418",135.514,135.537
"exness","EURJPYm","2018-01-02 06:01:34.969",135.513,135.537
"exness","EURJPYm","2018-01-02 06:01:35.794",135.513,135.536
"exness","EURJPYm","2018-01-02 06:01:37.226",135.513,135.535
"exness","EURJPYm","2018-01-02 06:01:37.845",135.513,135.536
"exness","EURJPYm","2018-01-02 06:01:39.283",135.512,135.536
"exness","EURJPYm","2018-01-02 06:01:40.668",135.512,135.535
"exness","EURJPYm","2018-01-02 06:01:51.421",135.513,135.535
"exness","EURJPYm","2018-01-02 06:01:52.264",135.513,135.536
"exness","EURJPYm","2018-01-02 06:01:53.284",135.514,135.536
"exness","EURJPYm","2018-01-02 06:01:54.507",135.515,135.537
"exness","EURJPYm","2018-01-02 06:01:55.517",135.514,135.537
"exness","EURJPYm","2018-01-02 06:01:56.775",135.514,135.536
"exness","EURJPYm","2018-01-02 06:01:57.383",135.513,135.535
"exness","EURJPYm","2018-01-02 06:01:59.495",135.512,135.536
"exness","EURJPYm","2018-01-02 06:02:02.570",135.512,135.535
"exness","EURJPYm","2018-01-02 06:02:03.403",135.512,135.536
"exness","EURJPYm","2018-01-02 06:02:07.706",135.512,135.535
"exness","EURJPYm","2018-01-02 06:02:14.936",135.513,135.536
